NOTE_NUM	URL	TEXT	DATE
12.14.C.3	http://library.amlegal.com/nxt/gateway.dll/California/lapz/municipalcodechapteriplanningandzoningco/chapterigeneralprovisionsandzoning/article2specificplanning-zoningcomprehen/sec1214c2commercialzone?f=templates$fn=default.htm$3.0$vid=amlegal:lapz_ca$anc=JD_12.14.	The lot area requirements of the R4 Zone (Section 12.11 C.4.) shall apply to all portions of buildings used for residential purposes.	19730901
12.12.2.C.4	http://library.amlegal.com/nxt/gateway.dll/California/lapz/municipalcodechapteriplanningandzoningco/chapterigeneralprovisionsandzoning/article2specificplanning-zoningcomprehen/sec12122crlimitedcommercialzone?f=templates$fn=default.htm$3.0$vid=amlegal:lapz_ca$anc=JD_12.12.2.	The lot area requirements of the R4 Zone (Section 12.11C4) shall apply to all portions of buildings erected and used for residential purposes. (Amended by Ord. No. 148,783, Eff. 10/13/76.)	19761013
12.12.C.4.$1	http://library.amlegal.com/nxt/gateway.dll/California/lapz/municipalcodechapteriplanningandzoningco/chapterigeneralprovisionsandzoning/article2specificplanning-zoningcomprehen/sec1212r5multipledwellingzone?f=templates$fn=default.htm$3.0$vid=amlegal:lapz_ca$anc=JD_12.12.	Every lot shall have a minimum width of 50 feet and a minimum area of 5,000 square feet.  The minimum lot area per dwelling unit shall be 200 square feet.	20030115
12.11.C.4.$1	http://library.amlegal.com/nxt/gateway.dll/California/lapz/municipalcodechapteriplanningandzoningco/chapterigeneralprovisionsandzoning/article2specificplanning-zoningcomprehen/sec1211r4multipledwellingzone?f=templates$fn=default.htm$3.0$vid=amlegal:lapz_ca$anc=JD_12.11.	Every lot shall have a minimum width of 50 feet and a minimum area of 5,000 square feet.  The minimum lot area per dwelling unit shall be 400 square feet.	20030115
12.10.C.4.$1	http://library.amlegal.com/nxt/gateway.dll/California/lapz/municipalcodechapteriplanningandzoningco/chapterigeneralprovisionsandzoning/article2specificplanning-zoningcomprehen/sec1210r3multipledwellingzone?f=templates$fn=default.htm$3.0$vid=amlegal:lapz_ca$anc=JD_12.10.	Every lot shall have a minimum width of 50 feet and a minimum area of 5,000 square feet. The minimum lot area per dwelling unit shall be 800 square feet.	20030115
12.08.C.5.(a).$2	http://library.amlegal.com/nxt/gateway.dll/California/lapz/municipalcodechapteriplanningandzoningco/chapterigeneralprovisionsandzoning/article2specificplanning-zoningcomprehen/sec1208r1one-familyzone?f=templates$fn=default.htm$3.0$vid=amlegal:lapz_ca$anc=JD_12.08.	For lots outside of a Hillside Area or Coastal Zone, the maximum Residential Floor Area contained in all buildings and accessory buildings shall not exceed 45 percent of the lot area (a Residential Floor Area ratio of 0.45).	20170317
12.12.1.A	http://library.amlegal.com/nxt/gateway.dll/California/lapz/municipalcodechapteriplanningandzoningco/chapterigeneralprovisionsandzoning/article2specificplanning-zoningcomprehen/sec12121pautomobileparkingzone?f=templates$fn=default.htm$3.0$vid=amlegal:lapz_ca$anc=JD_12.12.1.	See URL for uses allowed in the “P” Automobile Parking Zone.	undefined
12.12.1.5.A	http://library.amlegal.com/nxt/gateway.dll/California/lapz/municipalcodechapteriplanningandzoningco/chapterigeneralprovisionsandzoning/article2specificplanning-zoningcomprehen/sec121215pbparkingbuildingzone*?f=templates$fn=default.htm$3.0$vid=amlegal:lapz_ca$anc=JD_12.12.1.5.	See URL for uses allowed in the “PB” Parking Building Zone.	undefined
12.04.09.B	http://library.amlegal.com/nxt/gateway.dll/California/lapz/municipalcodechapteriplanningandzoningco/chapterigeneralprovisionsandzoning/article2specificplanning-zoningcomprehen/sec120409pfpublicfacilitieszone?f=templates$fn=default.htm$3.0$vid=amlegal:lapz_ca$anc=JD_12.04.09.	See URL for uses allowed in the “PF” Public Facilities Zone.	undefined
12.04.05.B	http://library.amlegal.com/nxt/gateway.dll/California/lapz/municipalcodechapteriplanningandzoningco/chapterigeneralprovisionsandzoning/article2specificplanning-zoningcomprehen/sec120405osopenspacezone?f=templates$fn=default.htm$3.0$vid=amlegal:lapz_ca$anc=JD_12.04.05.	See URL for uses allowed in the “OS” Open Space Zone.	undefined
12.12.1.A.EXCEPTION.8	http://library.amlegal.com/nxt/gateway.dll/California/lapz/municipalcodechapteriplanningandzoningco/chapterigeneralprovisionsandzoning/article2specificplanning-zoningcomprehen/sec12121pautomobileparkingzone?f=templates$fn=default.htm$3.0$vid=amlegal:lapz_ca$anc=JD_12.12.1.	Dwelling unit or units constructed on a lot in a small lot subdivision and approved by the Advisory Agency	
