NOTE_NUM	URL	TEXT	DATE
ORD-165656-2.2	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/NTBmYTI1NjEtN2UyZi00ZjQ5LThlNDctOGM3MzI3OGNiZmVk0	Residential density shall be limited to a maximum of one dwelling unit for each 600 (six hundred) square feet of lot. No building or structure shall exceed a height of 60 (sixty) feet above grade.	19900506
ORD-165656-2.3	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/NTBmYTI1NjEtN2UyZi00ZjQ5LThlNDctOGM3MzI3OGNiZmVk0	Residential density shall not exceed a maximum of one dwelling unit for each 600 (six hundred) square feet of lot.	19900506
ORD-165656-3.1	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/NTBmYTI1NjEtN2UyZi00ZjQ5LThlNDctOGM3MzI3OGNiZmVk0	The total floor area contained in all buildings on a lot shall not exceed two (2) times the buildable area of the lot.	19900506
ORD-165657	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/NmQ3YjMzZDMtOWFhZS00Y2FhLWE5YmUtMTA5YjA1NTQ4ZjVh0	The 1988 General Plan (Hollywood Community Plan) / Zoning Consistency Program. See linked Zoning Ordinance for detail.	19900506
ORD-165657-2.1	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/NmQ3YjMzZDMtOWFhZS00Y2FhLWE5YmUtMTA5YjA1NTQ4ZjVh0	Residential uses permitted in the R4 zone are allowed.	19900506
ORD-165657-3.1	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/NmQ3YjMzZDMtOWFhZS00Y2FhLWE5YmUtMTA5YjA1NTQ4ZjVh0	The total floor area contained in all buildings on a lot shall not exceed three (3) times the buildable area of the lot.	19900506
ORD-165657-3.2	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/NmQ3YjMzZDMtOWFhZS00Y2FhLWE5YmUtMTA5YjA1NTQ4ZjVh0	No building or structure shall exceed a height of forty five (45) feet in height above grade. The total floor area contained in all buildlngs on a lot shall not exceed two (2) times the buildable area of the lot.	19900506
ORD-165657-3.3	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/NmQ3YjMzZDMtOWFhZS00Y2FhLWE5YmUtMTA5YjA1NTQ4ZjVh0	The total floor area contained in all buildings on a lot shall not exceed two (2) times the buildable area of the lot.	19900506
ORD-165659	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/ZDE0NDFkYTktOWJmYy00OTdhLTkwNGEtNGQwMjJiYTFkOGRi0	The 1988 General Plan (Hollywood Community Plan) / Zoning Consistency Program. See linked Zoning Ordinance for detail.	19900506
ORD-165659-2.1	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/ZDE0NDFkYTktOWJmYy00OTdhLTkwNGEtNGQwMjJiYTFkOGRi0	Residential uses permitted in the R4 zone are allowed, provided that the residential density does not exceed a maximum of one dwelling unit per 600 (six hundred) square feet of lot.	19900506
ORD-165659-2.2	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/ZDE0NDFkYTktOWJmYy00OTdhLTkwNGEtNGQwMjJiYTFkOGRi0	Residential density shall be limited to a maximum of one dwelling unit for each 600 (six hundred) square feet of lot. No building or structure shall exceed a height of sixty (60) feet above grade.	19900506
ORD-165659-2.3	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/ZDE0NDFkYTktOWJmYy00OTdhLTkwNGEtNGQwMjJiYTFkOGRi0	Residential density shall be limited to that permitted in the R4 Zone.	19900506
ORD-165659-3.1	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/ZDE0NDFkYTktOWJmYy00OTdhLTkwNGEtNGQwMjJiYTFkOGRi0	The total floor area contained in all buildings on a lot shall not exceed two (2) times the buildable area of the lot.	19900506
ORD-165659-3.2	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/ZDE0NDFkYTktOWJmYy00OTdhLTkwNGEtNGQwMjJiYTFkOGRi0	The total floor area contained in all buildings on a lot shall not exceed two (2) times the buildable area of the lot.	19900506
ORD-165659-3.3	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/ZDE0NDFkYTktOWJmYy00OTdhLTkwNGEtNGQwMjJiYTFkOGRi0	No building or structure shall exceed forty five (45) feet in height above grade. The total floor area of a structure or structures shall not exceed two (2) times the buildable area of the lot.	19900506
ORD-165659-3.4	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/ZDE0NDFkYTktOWJmYy00OTdhLTkwNGEtNGQwMjJiYTFkOGRi0	The total floor area contained in all buildings on a lot shall not exceed three (3) times the buildable area of the lot.	19900506
ORD-165660	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/ODg2NzBkYTgtYTJkOS00MzM4LTk0NWYtOWUxMTk1ZmQ5OWM40	The 1988 General Plan (Hollywood Community Plan) / Zoning Consistency Program. See linked Zoning Ordinance for detail.	19900506
ORD-165660-2.1	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/ODg2NzBkYTgtYTJkOS00MzM4LTk0NWYtOWUxMTk1ZmQ5OWM40	No building or structure shall exceed a height of forty five (45) feet in height above grade. The total floor area contained in all building on a lot shall not exceed two (2) times the buildbale area of the lot.	19900506
ORD-165660-2.2	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/ODg2NzBkYTgtYTJkOS00MzM4LTk0NWYtOWUxMTk1ZmQ5OWM40	The total floor area contained in all buildings on a lot shall not exceed two (2) times the buildable area of the lot.	19900506
ORD-165660-2.3	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/ODg2NzBkYTgtYTJkOS00MzM4LTk0NWYtOWUxMTk1ZmQ5OWM40	The total floor area contained, in all buildings on a lot shall not exceed two (2) times the buildable area of the lot.	19900506
ORD-165660-2.4	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/ODg2NzBkYTgtYTJkOS00MzM4LTk0NWYtOWUxMTk1ZmQ5OWM40	The total floor area contained in all buildings on a lot shall not exceed three (3) times the buildbale area of the lot.	19900506
ORD-165660-2.5	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/ODg2NzBkYTgtYTJkOS00MzM4LTk0NWYtOWUxMTk1ZmQ5OWM40	The total floor area contained in all buildings on a lot shall not exceed three (3) times the buildable area of the lot.	19900506
ORD-165662	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/YWNjODAxZmUtNTc0Yi00MThlLThhYzEtNmEyNzM4MTliMjFm0	The 1988 General Plan (Hollywood Community Plan) / Zoning Consistency Program. See linked Zoning Ordinance for detail.	19900507
ORD-165662-2.3	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/YWNjODAxZmUtNTc0Yi00MThlLThhYzEtNmEyNzM4MTliMjFm0	Residential density shall be limited to a maximum of one dwelling unit for each twelve hundred (1,200) square feet of lot.	19900508
ORD-165662-3.1	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/YWNjODAxZmUtNTc0Yi00MThlLThhYzEtNmEyNzM4MTliMjFm0	The total floor area contained in all buildings on a lot shall not exceed two (2) times the buildable area of the lot.	19900509
ORD-165669	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/MzY4Mzk5NWQtYTRjZC00NjNlLTljMzYtMmYwZjhkZjc4MzYw0	The 1988 General Plan (Hollywood Community Plan) / Zoning Consistency Program. See linked Zoning Ordinance for detail.	19900510
ORD-165669-2.1	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/MzY4Mzk5NWQtYTRjZC00NjNlLTljMzYtMmYwZjhkZjc4MzYw0	The total floor area contained in all buildings on a lot shall not exceed four and one-half (4.5) times the buildable area of the lot.	19900511
ORD-165669-2.2	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/MzY4Mzk5NWQtYTRjZC00NjNlLTljMzYtMmYwZjhkZjc4MzYw0	 The total floor area contained in all buildings on a lot shall not exceed four.and one-half (4.5) times the buildable area of the lot.	19900512
ORD-169423	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/Mzc2OTdiYmMtNDZjZC00ODI2LWI4YTUtYTU0ZWQ5NTA0YmY20	The 1988 General Plan (Hollywood Community Plan) / Zoning Consistency Program. See linked Zoning Ordinance for detail.	19940413
ORD-169429	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/OTRmNjk1ODEtNTE1Yi00YjE3LWE4OTctNjNlZjEwYTI2OGY30	The 1988 General Plan (Hollywood Community Plan) / Zoning Consistency Program. Zone change to OS-1-XL. See linked Zoning Ordinance for detail.	19940413
ORD-171039	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/YTJkZDhlMmUtYTNlNC00ZDRhLTk2MjEtZmNkZGEwMTkyMTJk0	Zone change to PF-1XL. See linked Zoning Ordinance for detail.	19960611
ORD-171040	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/OWRmZWM2MTYtOTQ4Yy00MmU2LThmZGItYzk2NDAwNTk3MzQ30	Zone change to P-1. See linked Zoning Ordinance for detail.	19960611
ORD-172253	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/MzFjOWYwY2EtY2M0Ny00ZTI0LThkOTItM2VhNTk4NDc2YTRh0	Dolby Theatre at Orange (east) between Franklin and Hollywood. Zone change to [T][Q]C4-2D. See linked Zoning Ordinance for detail.	19981127
ORD-177528	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/MDk2OGRiMDktNjJmNC00OWRlLWJjMzktM2Y0MjI2Y2ExMWQz0	W Hollywood Hotel at Hollywood (south) between Vine / Argyle. Zone change to [T][Q]C4-2-SN. Use limited to those uses permitted in C4. Non-residential floor area ≤ 61,500 sf. Condo ≤ 150 DUs; Apartment ≤ 375 DUs; Height ≤ 150'. See linked Zoning Ordinance for detail.	20060619
CPC-2005-4358-ZC-ZAA	http://planning.lacity.org/pdiscaseinfo/CaseId/MTM5NTcy0	See linked City Planning Commission case for detail. Approved: FAR ≤ 6;  Hotel Rooms = 300.	20060308
ORD-178181	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/MTQ4MDQ5N2MtZGEwMS00M2JiLTljZGItY2RkMmM2ODc1YTE30	Alaya Hollywood Apartments at Yucca (south) between Las Palmas / McCadden. Zone change to [T][Q]C4-2-SN. See linked Zoning Ordinance and for detail.	20070212
CPC 2005-630-ZC-ZAA-SPR	http://planning.lacity.org/pdiscaseinfo/CaseId/MTM1NTkw0	DUs = 218 (196 market-rate and 22 Moderate-Income DUs); FAR = 4.17; Height = 100' - 120'; Stories = 8 (over 3-level subterranean parking). See linked City Planning case for detail.	20060926
ORD-179026	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/NmMzMTdkNzctMWRhZS00NzdhLWI0NDgtZjI1YmZiNjc0YTNh0	El Centro Apartments & Bungalows (south) and Eastown Apartments (north) at Hollywood & Argyle / El Centro. Zone change to [T][Q]C4-2-SN and [T][Q]C4-2. Height ≤ 85'; Floor area ≤ 1,130,000 sf; Non-residential floor area ≤ 175,000 sf; Total DUs ≤ 1,042. See linked Zoning Ordinance for detail.	20070905
CPC-2006-7301-ZC-ZV-YV-SPR	http://planning.lacity.org/pdiscaseinfo/CaseId/MTUzMjIy0	See linked City Planning Commission case for detail.	20070409
CPC-2006-7301-ZC-ZV-YV-SPR-1A	http://planning.lacity.org/pdiscaseinfo/CaseId/MTYwNTI20	See linked City Planning Commission case for detail. Case filed on 04/30/2007.	20070430
ORD-180082	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/YWE3NmU2ZjMtM2NkYy00OTBlLWEzNGYtYzE1ODM2OGUzOTQ50	Argyle House Luxury Apartments at Yucca (south) and Argyle (west). Zone change to [T][Q]C4-2-SN. Commercial floor area ≤ 13,790 sf; residential DUs ≥ 95; FAR ≤ 4.5. See linked Zoning Ordinance for detail.	20080909
CPC-2006-7068-ZC-HD-ZAA-SPR	http://planning.lacity.org/pdiscaseinfo/CaseId/MTUzMDA00	See linked City Planning Commission case for detail.	20080212
CPC-2006-7068-ZC-HD-ZAA-SPR-1A	http://planning.lacity.org/pdiscaseinfo/CaseId/MTY2NDMy0	See linked City Planning Commission case for detail. Case filed on 02/28/2008.	
DIR-2012-2767-CLQ-SPR	http://planning.lacity.org/pdiscaseinfo/CaseId/MTg4ODg00	See linked Determination of Director of Planning case for detail. DUs = 116 (w/ 8 live-work units); Total floor area = 111,528 sf ( w/ commercial floor area = 13,442 sf )	20130621
CPC-2006-7068-ZC-HD-ZAA-SPR-1A-EXT	http://planning.lacity.org/pdiscaseinfo/CaseId/MjAwOTU20	See linked City Planning Commission case for detail. Case filed on 01/29/2015. Approved plans dated 04/28/2017 indicate DUs = 114; FAR = 4.5; Height = 198'; Stories = 18.	20150129
ORD-180381	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/ZTQ0MjdiNTMtM2Q2OC00YTJlLTgyYjctOTIwODFlOTJhMTIx0	Dream Hollywood Hotel at Selma (north) between Wilcox and Cahuenga. Zone change to [T][Q]C4-2. Hotel use proposed and permitted. Uses limited to hotel and ancillary uses; Total guest rooms ≤ 120; Total FAR ≤ 5.3:1 (4.5:1 if the adjoining alley is vacated; Total floor area ≤ 73,814 sf); Height ≤ 125'; Stories ≤ 9. See linked Zoning Ordinance for detail.	20090112
CPC-2007-3931-ZC-HD-CUB-CU-ZV-SPR	http://planning.lacity.org/pdiscaseinfo/CaseId/MTYyOTA40	See linked City Planning Commission case for detail.	20080523
ZA-2013-3504-ZV	http://planning.lacity.org/pdiscaseinfo/CaseId/MTk0MDQ40	Total guest rooms ≤ 182; FAR ≤ 5.8 (Total floor area ≤ 79,376 sf w/ 4,561 commercial sf); Stories ≤ 10.	20140404
CPC-2007-3931-ZC-HD-CUB-CU-ZV-SPR-EXT2	http://planning.lacity.org/pdiscaseinfo/CaseId/MTgwNzQ50	See linked City Planning Commission case for detail. Case filed on 10/08/2010. Approved plans dated  08/12/2014 indicate Guest rooms = 182; FAR = 5.76 (Total floor area = 79,376 sf w/ 2,542 commercial sf); Height = 198'; Stories = 18.	20101008
ORD-180802	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/NjUxZTJmN2QtYzYzZS00NjdjLWI1YzEtY2FlMmE4Yjg3ZmE50	1850 N Cherokee Ave at Cherokee (east) between Yucca and Franklin. Zone change to [T][Q]R4-2. Height ≤ 60'. See linked Zoning Ordinance for detail.	20090906
APCC-2008-3600-ZC-ZAA-ZAD	http://planning.lacity.org/pdiscaseinfo/CaseId/MTY5ODc30	See linked Area City Planning Commission case for detail. Approved: Condominium development; DUs ≤ 39. 	20090428
APCC-2008-3600-ZC-ZAA-ZAD-EXT	http://planning.lacity.org/pdiscaseinfo/CaseId/MjExOTQ50	See linked Area City Planning Commission case for detail. Case filed on 01/13/2017.	20170113
ZA-2015-2683-CU-ZV-ZAA	http://planning.lacity.org/pdiscaseinfo/CaseId/MjAzNTEz0	See linked Zoning Administration case for detail. Approved a Conditional Use to permit a hotel use (Floor area = 11,400 sf; Rooms ≤ 24; through rennovation and reuse of (E) residential building) in lieu of the originally proposed condominium use.	20151221
ZA-2015-2683-CU-ZV-ZAA-1A	http://planning.lacity.org/pdiscaseinfo/CaseId/MjA1OTQ20	See linked Zoning Administration case for detail.	20160325
ZA-2015-2683-CU-ZV-ZAA-2A	http://planning.lacity.org/pdiscaseinfo/CaseId/MjA3Mzk30	See linked Zoning Administration case for detail. Case filed on 04/11/2016. Parking requirements removed.	20160411
ORD-181644	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/ODZkNDcyZTUtY2RmNC00YmY3LWEzM2QtZDczMjUxY2U5MzZm0	LAUSD Selma Community Housing at Cherokee (west) and Selma (north). Zone change to PF-2D; FAR ≤ 3; Height ≤ 75'; Total DUs ≤ 66 (30% - 60% median income; including 1 manager's unit). Total new building sf ≤ 80,451 sf. See linked Zoning Ordinance for detail.	20110531
CPC-2010-1945-HD-SPR	http://planning.lacity.org/pdiscaseinfo/CaseId/MTc5NjU20	See linked City Planning Commission case for detail.	20110223
ORD-181726	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/Mzg1ZjhiMDItNDIzNy00MjJhLWJjMTUtMTFlYWUwNWIzNmFi0	Hollywood/Gower Tower at Hollywood (south) & Gower (east). Zone change to [T][Q]C4-2-SN and [T][Q]C4-2. FAR ≤ 4.5. See linked Zoning Ordinance for detail.	20110702
CPC-2008-3087-ZAA-ZC-HD-SPR	http://planning.lacity.org/pdiscaseinfo/CaseId/MTgyMTYy0	See linked City Planning Commission case for detail. Approved: DUs = 176; Retail space = 7,200 sf; Height = 270'; Stories = 20.	20110208
CPC-2008-3087-ZAA-ZC-HD-SPR-1A	http://planning.lacity.org/pdiscaseinfo/CaseId/MTgyMTYy0	See linked City Planning Commission case for detail.	20110208
CPC-2016-2848-VZC-HD-CUB-ZAA-SPR	http://planning.lacity.org/pdiscaseinfo/CaseId/MjA5MjU00	See linked Zoning Administration case for detail. Case filed on 08/05/2016. Proposed: DUs = 220; Retail space = 4,850 sf; Stories = 23.	20160805
ORD-181754	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/NjQ5OWY2ZGEtMDI2ZC00MGUwLWE3N2YtMTk2NjFkZWFlMTdl0	1601 Vine at Vine (east) and Selma (north). Zone change to [T][Q]C4-2-SN. Commercial floor area ≤ 100,386 sf; Retail floor area ≤ 2,012 sf; Lobby/common area floor area ≤ 4,900 sf. See linked Zoning Ordinance for detail.	20110803
CPC-2009-254-ZC-HD-SPR-GB	http://planning.lacity.org/pdiscaseinfo/CaseId/MTcyMDQ00	Adopted proposed project approved in EIR: Total floor area = 107,298 sf (w/ retail floor area = 2,010 sf; Class 'A' office floor area = 100,386 sf; lobby area = 4,900 sf); Height = 131'; Stories = 8 (over 5 levels subterranean garage).	20110421
ORD-182122	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/YTJkNDY1OWQtZGFiNy00Y2M1LWE5NjAtNDk4NWY5YTUwNWRl0	Argyle Hotel at Yucca (north) and Argyle (east). Zone change to [T][Q]C4-2-SN. Hotel guest rooms ≤ 225; Height ≤ 186'. See linked Zoning Ordinance for detail.	20120620
CPC-2007-1178-ZC-HD-SPR-ZAA-VCU	http://planning.lacity.org/pdiscaseinfo/CaseId/MTU4ODk00	See linked Zoning Administration case for detail.	20091030
CPC-2007-1178-ZC-HD-SPR-ZAA-VCU-EXT	http://planning.lacity.org/pdiscaseinfo/CaseId/MTcxNTk10	See linked Zoning Administration case for detail. Case filed on 12/22/2008.	20081222
ORD-182636	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/ZmQ5NmIwZTAtNjQ5Mi00MzE5LWI2N2MtNTMxMWZiOGJiNTQ40	Millenium Hollywood at Vine Street (east and west) between Yucca & Hollywood. Zone change to [T][Q]C2-2-SN. See linked Zoning Ordinance for detail. DUs ≤ 492; FAR ≤ 6; Height ≥ 220' (the tallest tower on any one side shall be no less than 65% of the tallest tower on the other side); Podium Height ≤ 120'; Stories ≤ 39 (east) and 35 (west).	20130907
CPC-2008-3440-ZC-CUB-CU-ZV-DA-HD	http://planning.lacity.org/pdiscaseinfo/CaseId/MTY5Njc20	Adopted proposed project approved in CEQA: DUs = 492; Hotel rooms = 200; FAR = 6 (Total floor area = 1,166,970 sf w/ Residential floor area = 700,000± sf; Hotel floor area = 167,870± sf; Office/Retail floor area = 215,000± sf); Height = 200' (Height Zones A & D) and 585' (Height Zones B & C). Note: the height zone boundaries in this map may not be exact. See linked City Planning Commission case for detail.	20130426
CPC-2018-2114-ZCJ-HD-CU-MCUP-SPR	http://planning.lacity.org/pdiscaseinfo/CaseId/MjIwMzY20	Request for zone change to C2-SN and allowance for floor area averaging per Measure JJJ. Proposed DUs = 1,005 (including Senior Affordable Units = 133); Retail/Restaurant space = 30,176 sf; (E) Capitol Records building floor area = 114,303 sf. See linked City Planning Commission case for detail.  Case filed on 04/12/2008.	20180412
ORD-183413	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/NWM3MjkyMWEtN2E3NC00NWI2LTk5YWItOGUxNDM0YmY3ZDRj0	See linked Zoning Ordinance for detail.	20150317
ORD-183808	http://planning.lacity.org/PdisCaseInfo/Home/GetDocument/YWViOWE0YjktNzc5NC00MzNkLWJjZDQtZjQ5NTE3OTlhYzk30	Zone change to C4-2 and C4-2-SN. See linked Zoning Ordinance for detail.	20150921
